,,Table B,,,,,,,,,,
afba8b5a-cd5c-4fa9-ae7c-3ce9400aef22,BMW Car,Kelsey Publishing,Kindle Edition,Automotive eMagazines,7 ratings,7 ,17,21,2,,,
144bf2ed-7271-42bb-84fd-733e95f8535e,Woman's Day Australia,Are Media Pty Limited,Kindle Edition,Women's Lifestyle eMagazines,23 ratings,23 ,21,28,3,,,
ef0aa59a-8b25-4614-b69c-fbb6ee33b2c9,Vogue Latin America,Conde Nast de Mexico SA de CV,Kindle Edition,Spanish Language eMagazines,0 ratings,0 ,29,27,2,,,
50cb4f01-b15e-41f3-9722-202d8f516c52,Hi-Fi Choice,AV Tech Media Ltd,Kindle Edition,Music eMagazines,16 ratings,16 ,17,16,3,,,
b4c1bdb0-1fe5-4232-b2d6-e9317203743c,GT Porsche,Kelsey Publishing,Kindle Edition,NA,4 ratings,4 ,17,2,2,,,
16515205-430f-442c-9373-cb00b3937b30,Radio Times,Immediate Media Company London Ltd,Kindle Edition,Television eMagazines,94 ratings,94 ,34,21,3,,,
081f3d7b-f36c-40bb-a8a9-bcd01350afd9,Gripped: The Climbing Magazine,Gripped Inc,Kindle Edition,NA,7 ratings,7 ,11,2,2,,,
44c9613e-f2a0-45d5-ab8e-2226206d9b88,Volkswagen Camper and Commercial,Jazz Publishing,Kindle Edition,NA,2 ratings,2 ,15,2,2,,,
57b7db1c-0f76-4d41-88bd-0cb25d486055,Gas Engine Magazine,"Ogden Publications, Inc.",Kindle Edition,Automotive eMagazines,6 ratings,6 ,24,21,2,,,
a0ab38eb-aaab-4a0b-951e-fea54bd0e4fe,Home Design,Universal Wellbeing PTY Limited,Kindle Edition,NA,4 ratings,4 ,31,2,2,,,
2d92282e-cbd2-4ce4-8c9f-bab3e9609631,Vanity Fair Espa‹¨«a,"Ediciones Conde Nast, S.A.",Kindle Edition,Pop Culture eMagazines,3 ratings,3 ,26,22,2,,,
7f21fcf1-78ea-4359-9b3e-fd3af22855c8,AZURE,Azure Publishing Inc.,Kindle Edition,Interior Design eMagazines,7 ratings,7 ,21,26,2,,,
84a767c7-543e-44cc-982f-f6be4498eadc,Naples Illustrated,"Palm Beach Media Group North, LLC",Kindle Edition,"Literary, Sci-Fi & Mystery eMagazines",3 ratings,3 ,33,37,2,,,
5a9b281d-2006-4308-b1e0-676aa70b616b,Palm Beach Illustrated,"Palm Beach Media Group North, LLC",Kindle Edition,NA,6 ratings,6 ,33,2,2,,,
5204cb7d-77e6-4383-b97f-16b7ef1b2bc2,Surfing Life,Ink and Pixel Media Pty Ltd,Kindle Edition,NA,5 ratings,5 ,27,2,2,,,
5133a47d-a9f1-4a41-9a05-d8d75581cdc1,Landscape Architecture Magazine,American Society of Landscape Architects,Kindle Edition,Gardening & Horticulture eMagazines,11 ratings,11 ,40,35,3,,,
587fd469-5259-4929-aec4-0183d75634e7,The Journal of the Texas Trophy Hunters,Texas Trophy Hunters Association,Kindle Edition,Hunting & Firearms eMagazines,2 ratings,2 ,32,29,2,,,
7598e6d9-9259-474d-84c3-9c0ae34ededb,Arabian Horse World,Arabian Horse World AG,Kindle Edition,Pets & Animals eMagazines,15 ratings,15 ,22,25,3,,,
2e164a7c-067a-4202-b8f6-0f9684c5aa7b,Fine Art Connoisseur,Streamline Publishing,Kindle Edition,Art & Art History eMagazines,14 ratings,14 ,21,28,3,,,
9c968002-f406-4d31-91db-e85ab525fe84,Getaway,RamsayMedia (PTY) Ltd,Kindle Edition,"Travel, City & Regional eMagazines",2 ratings,2 ,21,34,2,,,
9eaf57d6-16df-43f6-b1db-76984682c9f1,CAR,RamsayMedia (PTY) Ltd,Kindle Edition,Automotive eMagazines,2 ratings,2 ,21,21,2,,,
ec93fbd9-3eb4-40f8-9da6-1ad950f196aa,4x4 Magazine Australia,Are Media Pty Limited,Kindle Edition,Trucks eMagazines,2 ratings,2 ,21,17,2,,,
6a94a351-8228-46df-adf6-f583e251455a,Emmy Magazine,Academy of Television Arts & Sciences,Kindle Edition,Celebrities & Gossip eMagazines,3 ratings,3 ,37,31,2,,,
f6ef4a08-a3e6-4740-ab0d-f1c9544d0368,Computer Hoy,Axel Springer Espana SA,Kindle Edition,Spanish Language eMagazines,6 ratings,6 ,23,27,2,,,
1a26538a-5b24-4e06-b03f-7a43cd867ef6,Houses,Architecture Media Pty Ltd,Kindle Edition,Home & Garden eMagazines,5 ratings,5 ,26,24,2,,,
07c7c1bc-34f1-46fb-923e-0cf5cbc02429,Procycling,Future Publishing Ltd,Kindle Edition,Extreme Sports eMagazines,6 ratings,6 ,21,25,2,,,
5dbd0b7a-1231-4d2b-bf2e-3a6803d4e778,Improve Your Coarse Fishing,Bauer Consumer Media,Kindle Edition,Fishing eMagazines,36 ratings,36 ,20,18,3,,,
91c26729-2ab8-446d-a0fd-6526b7a811ab,Royal Life Magazine - US Edition,Legacy Magazines,Kindle Edition,Celebrities & Gossip eMagazines,40 ratings,40 ,16,31,3,,,
5af3297b-f467-450b-ade0-736366375e8c,Nebula Rift,FictionMagazines.com,Kindle Edition,"Literary, Sci-Fi & Mystery eMagazines",4 ratings,4 ,20,37,2,,,
fb94af5a-1e3d-4ba9-9800-31dad88db34b,Workforce,Human Capital Media,Print Magazine,Banking Magazines,0 ratings,0 ,19,17,2,,,
f04527d6-170b-4da3-92e6-d3c3f8f72a4d,Digital VIDEO,"NewBay Media, LLC",Kindle Edition,Audio & Video eMagazines,0 ratings,0 ,17,24,2,,,
25a30471-cf7f-4256-9e12-9e1ea469bf11,CardMaker,Annie's Publishing,Kindle Edition,Decorating eMagazines,21 ratings,21 ,18,21,3,,,
2738b344-072e-4c77-af2e-4e64331b6e7a,Only Nantucket,Anderson Publishing,Print Magazine,NA,2 ratings,2 ,19,2,2,,,
b6532265-78d0-4f63-89e8-8a33a5c655a6,Subtropics,University Press of Florida,Print Magazine,"Literary, Sci-Fi & Mystery Magazines",1 rating,1,27,36,1,,,
24325845-063a-478e-ab53-ec85d8d671d3,Great Kosher Restaurants Magazine,Great Kosher Restaurants Mag,Print Magazine,Recipes & Techniques Magazines,1 rating,1,28,30,1,,,
39461036-5cee-4df7-8a1e-a68cf8994bb8,Cincinnati Review,Cincinnati Review,Print Magazine,Mystery Magazines,0 ratings,0 ,17,17,2,,,
1aad054e-765d-4ee9-8665-4103d392e412,0-3 Baby Collezioni,Logos Publishing Srl Uff Abbon,Print Magazine,Magazines for Baby-3,0 ratings,0 ,30,20,2,,,
064a3329-819b-4bba-8939-62a660cc908e,Agni,Agni/Boston University,Print Magazine,Science Fiction Magazines,1 rating,1,22,25,1,,,
315ba28e-befd-44f7-b317-ff8fbc76a305,Havana Herald,Havana Herald,Print Magazine,NA,0 ratings,0 ,13,2,2,,,
14bfcfbd-0efe-4951-a818-1b6628454235,Voyageur - Northeast Wisconsins Historical Review,Brown County Historical Soc,Print Magazine,Science & Nature Essays & Commentary Magazines,0 ratings,0 ,27,46,2,,,
8813b050-ca82-49b0-8792-ce9d368d37a9,Osiris - An International Poetry Review,Osiris,Print Magazine,Mystery Magazines,1 rating,1,6,17,1,,,
5bea1727-1ca4-4b15-a0bb-cb3264de827a,Open House,Open House Magazine Inc,Print Magazine,Lifestyle & Communities Magazines,0 ratings,0 ,23,33,2,,,
82755009-ed1c-40b5-8c2e-3b571d6def2e,Brown Journal of World Affairs,Brown Journal of World Affairs,Print Magazine,Science & Nature Essays & Commentary Magazines,0 ratings,0 ,30,46,2,,,
9d4a0c2f-2a57-4e75-bb70-3e6a797f4e59,Black Warrior Review,Black Warrior Review,Print Magazine,Mystery Magazines,0 ratings,0 ,20,17,2,,,
025739a3-e2cd-459a-870c-4f5140a9d35b,Beloit Poetry Journal,Beloit Poetry Journal,Print Magazine,Mystery Magazines,2 ratings,2 ,21,17,2,,,
ebd0f5b3-1b69-4e83-8d19-94bfa9bd1207,Style Equation Magazine,Style Equation Magazine,Print Magazine,NA,3 ratings,3 ,23,2,2,,,
c3db8310-5ed3-4315-8a6b-150079be3e8e,Festworld,Festworld Entertainment Inc,Print Magazine,Lifestyle & Communities Magazines,0 ratings,0 ,27,33,2,,,
a372f87f-833d-4e44-8766-808a3075b982,Marinalife,"Marinalife, LLC",Print Magazine,Baseball Magazines,1 rating,1,15,18,1,,,
65b0a232-64ee-443a-a8bd-d7b46090604d,Belle Armoire Jewelry,Stampington & Co,Print Magazine,NA,0 ratings,0 ,16,2,2,,,
132e6881-d2fd-48cc-b5d3-aa95bd8e6d2a,Poets & Writers (Special P-day 6-month intro),Poets & Writers Inc,Print Magazine,Teen Magazines,0 ratings,0 ,19,14,2,,,
60dee049-efa8-4031-970c-ad6ea671373c,Vogue Japan,Vogue %Kazuhiro Saito,Print Magazine,Beauty Magazines,0 ratings,0 ,21,16,2,,,
784f263c-902a-4105-8d16-8bd6ca2d7d25,Chilling Adventures of Sabrina,Archie Comic Publications,Print Magazine,Magazines for 12 & Up,0 ratings,0 ,25,21,2,,,
c284aa1e-17d2-4976-b7c7-cdc13fe54788,Nightwing,Dc Comics,Print Magazine,Lifestyle & Communities Magazines,0 ratings,0 ,9,33,2,,,
30c7ca3c-efe3-461d-96f5-f3d0f3fb33be,Cottages & Gardens Publications - All 3 Journals,C&G Media Group,Print Magazine,Farming Magazines,0 ratings,0 ,15,17,2,,,
6bf8aee0-22ad-4267-b49c-63176f3fe92f,Nail It!,Dc Communications,Print Magazine,NA,0 ratings,0 ,17,2,2,,,
6299032a-a8db-49bb-92b1-fb9eee8070aa,Able Outdoors,Able Outdoors,Print Magazine,Baseball Magazines,0 ratings,0 ,13,18,2,,,
95e95187-8210-47a1-8b24-ae8eb3b91cee,Snow Boarder,The Enthusiast Network,Print Magazine,Lifestyle & Communities Magazines,0 ratings,0 ,22,33,2,,,
0a9d6533-2444-4951-a817-2c1131158bc6,Edible Jersey,Edible Jersey,Print Magazine,NA,0 ratings,0 ,13,2,2,,,
afbd833e-43f6-42d1-a036-81016658a1e6,Juicy,Harris Publications,Print Magazine,Lifestyle & Communities Magazines,1 rating,1,19,33,1,,,
f516b8df-3892-44cf-b402-083554a01e3b,Hotels,Marketing & Technology Group,Print Magazine,NA,0 ratings,0 ,28,2,2,,,
5a7a8d01-4de9-4e4a-85db-70e32b626519,Passion Fil - Cartonnage & Broderie,Diverti Editions - Dept Arts,Print Magazine,NA,0 ratings,0 ,28,2,2,,,
d965490b-3a45-4fb3-931d-c5b2c4afe42c,Allt I Hemmet,Bonnier Magazines & Brands,Print Magazine,NA,0 ratings,0 ,26,2,2,,,
b74881ab-558d-4122-9fba-48e08f0532c6,Model Collector,Mytimemedia Ltd,Print Magazine,NA,2 ratings,2 ,15,2,2,,,
9b6cbbfd-e0bf-49a7-b9a1-15f4bebd77e2,Screen Printing Magazine,St Media Group Intl Inc,Print Magazine,Graphic Design Magazines,0 ratings,0 ,23,24,2,,,
30253d50-f040-4afe-8ff2-98c69ed13ac8,Tractor and Machinery,Kelsey Publishing Ltd,Print Magazine,Automotive & Motorcycle Magazines,0 ratings,0 ,21,33,2,,,
163ec72f-1030-4047-a9e7-22fb2f864a1c,Mollie Makes,Future Publishing Ltd,Print Magazine,Lifestyle & Communities Magazines,50 ratings,50 ,21,33,3,,,
ecb12531-cc39-4c28-866b-698371f022a0,Furniture Today,Progressive Business Media,Print Magazine,Business Management Magazines,1 rating,1,26,29,1,,,
945528d1-a0d2-4cbb-9708-1591a16c7b88,Gartenflora,Deutscher Bauernverlag Gmbh,Print Magazine,Farming Magazines,0 ratings,0 ,27,17,2,,,
598df8c4-5454-4728-9ca9-ac6248d35ad7,Hiluxury,Honolulu Star-Advertiser,Print Magazine,NA,0 ratings,0 ,24,2,2,,,
37bbbb67-7069-437e-9f57-cffb93ac62b3,Travelgirl,Travelgirl,Print Magazine,Africa Travel Magazines,0 ratings,0 ,10,23,2,,,
7b8dc27a-f652-4f5d-b2a4-cd537ef506c0,Ihs Janes International Defence Review,Ihs Global Limited,Print Magazine,NA,0 ratings,0 ,18,2,2,,,
ae42b986-110a-4cda-8100-a25b4141e48d,Work Truck,Bobit Business Media,Print Magazine,NA,1 rating,1,20,2,1,,,
ebb2c8ba-2981-4ff0-a397-36ec186d7e83,Clocks,Clocks Magazine,Print Magazine,NA,0 ratings,0 ,15,2,2,,,
04e7d351-e7e3-43a8-b034-d446bef67173,Gq - French ed,Editions Conde Nast,Print Magazine,NA,0 ratings,0 ,19,2,2,,,
753f7832-7968-47f8-af4a-03678bb1ead0,Readers Digest - Austrian ed,Verlag Das Beste Gmbh,Print Magazine,NA,0 ratings,0 ,21,2,2,,,
e8e021cc-bddf-4e7a-ab2b-5d96a80781ce,Geo Ado,Milan Presse,Print Magazine,Teen Magazines,0 ratings,0 ,12,14,2,,,
5a794dff-9522-4c13-9cf8-701ec64ad8d3,Detours En France,Uni Editions,Print Magazine,Lifestyle & Communities Magazines,2 ratings,2 ,12,33,2,,,
0dacef32-3dcc-48bd-825f-fe4ca17a8567,Spiegel Geschichte,Rudolf Augstein Vlg Gmbh Co Kg,Print Magazine,NA,0 ratings,0 ,30,2,2,,,
b2b65453-0749-4b97-9832-cc5b794cac1b,Truck Model World,Igp Limited,Print Magazine,Automotive & Motorcycle Magazines,6 ratings,6 ,11,33,2,,,
24a4ea3a-089c-4be2-9bcd-9cac1ba57cb6,Orlando Style Magazine,Orlando Style Magazine Llc,Print Magazine,Career Magazines,1 rating,1,26,16,1,,,
c7c54415-3b45-4138-9902-e8836dee35be,Ming Pao - Monthly,Ming Pao Magazines Ltd%Cir Dep,Print Magazine,South America Travel Magazines,1 rating,1,30,30,1,,,
1fff1d9b-2c66-4e1f-b6f0-ac3952524291,Lisa Kochen Und Backen,Medien Innovation Gmbh,Print Magazine,NA,1 rating,1,22,2,1,,,
97ac26fe-7b56-41ed-aae8-efce5503e55b,Hornby,Key Publishing Ltd /Units 1-4,Print Magazine,NA,16 ratings,16 ,29,2,3,,,
e84c4ca0-3e4d-4fff-84d8-d5d2befed068,Ad : Architectural Digest - German ed,Conde Nast Verlag,Print Magazine,NA,0 ratings,0 ,17,2,2,,,
da6a8c34-1a1e-4613-b58b-4c93d63f2a6c,Mjsa Journal,Mjsa Publications %S Kulpa,Print Magazine,Lifestyle & Communities Magazines,1 rating,1,26,33,1,,,
46f36358-1276-4569-9307-ec8d82510282,Landscape Architecture Australia : La,Architecture Media Pty Ltd,Print Magazine,NA,1 rating,1,26,2,1,,,
0f97e93b-1fcd-48a4-92fc-d68657fc32bf,Abricot - Incls Abricot Jeux,Fleurus Presse,Print Magazine,Parenting & Family Magazines,0 ratings,0 ,14,28,2,,,
661dbef0-1c8c-49a6-88b6-258fcdeaecad,Elle a Table,Hachette Filipacchi,Print Magazine,Africa Travel Magazines,0 ratings,0 ,19,23,2,,,
9c27de93-bbf2-4910-8f3e-592226296754,Citydog Magazine,Citydog Magazine,Print Magazine,Pets & Animals Magazines,6 ratings,6 ,16,24,2,,,
793570ae-e77f-44c1-9d70-38c8ac1ce936,Air Gunner,Archant Ltd,Print Magazine,NA,2 ratings,2 ,11,2,2,,,
4711400e-dae4-434c-a9e8-450daaf08a8b,Lapis,Christian Weise Verlag,Print Magazine,Europe Travel Magazines,0 ratings,0 ,22,23,2,,,
1899e875-c496-47b7-99d6-e6c50b002498,Contemporary Ob-Gyn,Ubm Medica,Print Magazine,Lifestyle & Communities Magazines,0 ratings,0 ,10,33,2,,,
14b20138-655e-42aa-b7e5-de51f0a1c576,Gala - Hamburg,Gruner Und Jahr Ag & Co,Print Magazine,NA,0 ratings,0 ,23,2,2,,,
b27a5c43-0b9d-4e63-9460-6b3e2db9d11f,China Pictorial - English Edition,China Pictorial/Zhang Baoyi,Print Magazine,Science & Nature Essays & Commentary Magazines,0 ratings,0 ,27,46,2,,,
3c086c53-7ab1-4d4b-89df-06661ab6c526,Family Tree Magazine - England Edition,Warners Group Publications Plc,Print Magazine,Science & Nature Essays & Commentary Magazines,0 ratings,0 ,30,46,2,,,
e1921f16-1834-49ae-907c-9a7d7eebf489,Motorrad,Motor Presse Stuttgart,Print Magazine,Motorcycle Magazines,0 ratings,0 ,22,20,2,,,
3c3179dc-1144-4bd0-958a-f5dd42d8413c,Das Haus,Internet Magazin Verlag Gmbh,Print Magazine,Lifestyle & Communities Magazines,0 ratings,0 ,28,33,2,,,
dd324c7c-9ee8-4e4f-a19f-337d45b3499d,Franchise Handbook,Enterprise Magazines Inc,Print Magazine,Business Management Magazines,1 rating,1,24,29,1,,,
65304e06-2cba-498f-a614-bf79da4a6738,Florida Grower,Meister Publ Co,Print Magazine,Southern United States Travel,0 ratings,0 ,15,29,2,,,
dd19c7c5-ab45-488f-87f5-f3a441858a01,Vox Latina,Vox Latina/Societas Latina,Print Magazine,"Literary, Sci-Fi & Mystery Magazines",2 ratings,2 ,26,36,2,,,
fef449a6-7202-41bf-8d19-46f30523173e,Houses : Ah,Architecture Media Pty Ltd,Print Magazine,NA,5 ratings,5 ,26,2,2,,,
38c0e5f5-65d6-4fb0-b07b-388de6a4f6e7,Swedish Press = Nya Svenska Pressen,Swedish Press Inc,Print Magazine,Europe Travel Magazines,2 ratings,2 ,17,23,2,,,
d9c27a49-0922-43c4-9b31-2db0f6fd5804,Australian Tennis,Tennis Australia/S Dove,Print Magazine,Africa Travel Magazines,0 ratings,0 ,23,23,2,,,
f6b6938a-f4ff-4f00-a76e-c54b0ae1ea71,Grainews,Farm Business Communications,Print Magazine,NA,0 ratings,0 ,28,2,2,,,
c1a8e980-8d66-48a7-bf66-2ec69af80a12,Cultural Survival Quarterly,Cultural Survival Inc,Print Magazine,Lifestyle & Communities Magazines,1 rating,1,21,33,1,,,
ff4e3cec-ca8b-4475-ada2-da5d433bbb43,Virginia Quarterly Review,Virginia Quarterly Review,Print Magazine,Southern United States Travel,6 ratings,6 ,25,29,2,,,
250df304-e875-436a-ae79-7ebb319308d5,Rhythm,Future Publishing Ltd,Print Magazine,Computers & Internet Magazines,0 ratings,0 ,21,30,2,,,
95537d7c-e8d8-45e8-817c-e7e7d53a86c6,Smoke Magazine,Lockwood Trade Journal Co Inc,Print Magazine,Lifestyle & Communities Magazines,5 ratings,5 ,29,33,2,,,
7e947230-8c36-477b-ba7d-85ce815a062f,Memphis Downtowner Magazine,Downtown Productions Inc,Print Magazine,Southern United States Travel,0 ratings,0 ,24,29,2,,,
f6b6666c-0675-40e6-b1c0-d23e5ff45faf,Hi Fi World,Audio Publishing Ltd,Print Magazine,Puzzles & Games Magazines,0 ratings,0 ,20,25,2,,,
2106d798-54bd-48a9-bdde-8d0402b73a05,Virginia Sportsman,Virginia Sportsman,Print Magazine,Southern United States Travel,0 ratings,0 ,18,29,2,,,
cc4e5b73-88a0-4aaf-af85-888008536d82,Velo Magazine,L Equipe,Print Magazine,Africa Travel Magazines,0 ratings,0 ,8,23,2,,,
d914cd65-8dcb-423e-a3b0-dc625516b7e9,Underground Construction,Gulf Publishing Company,Print Magazine,NA,0 ratings,0 ,23,2,2,,,
5e27ca15-4a38-4cfa-bfdd-8362fa4b8158,Sports N Spokes,Pva Publications,Print Magazine,Baseball Magazines,1 rating,1,16,18,1,,,
4c27feb8-5cdc-4d4c-afc5-f036e4c7d3d0,Master Detective,Forum Press,Print Magazine,Europe Travel Magazines,14 ratings,14 ,11,23,3,,,
9d8afd41-823e-4843-8af4-a323fbf83b27,Classic Ford,Kelsey Publishing Ltd,Print Magazine,Motorcycle Magazines,4 ratings,4 ,21,20,2,,,
5b0c6254-3d20-4401-9205-eed9cf1acdae,Caribbean Beat,Media & Editorial Projects Ltd,Print Magazine,NA,0 ratings,0 ,30,2,2,,,
d453b501-bf7a-4484-96e1-f60d79592281,Woman Alive,Christian Publishing Outreach,Print Magazine,NA,0 ratings,0 ,29,2,2,,,
7395e957-7eb2-41a3-b60e-7faeebef75b4,K-Zone,Nextmedia Pty Ltd,Print Magazine,Teen Magazines,0 ratings,0 ,17,14,2,,,
f75bcaaf-d9f1-4931-afa1-ad6ce1242e45,Cakes and Sugarcraft,Squires Kitchen Magazine Publ,Print Magazine,Recipes & Techniques Magazines,1 rating,1,29,30,1,,,
05749f1b-7cbb-4f7c-b2bc-4376a3878c72,Beauty Store Business,Creative Age Publications Inc,Print Magazine,Women's Fashion Magazines,0 ratings,0 ,29,25,2,,,
2797b993-1da7-45bb-8d51-5b6c4265e38d,Art Review - England,Art Review Ltd,Print Magazine,NA,0 ratings,0 ,14,2,2,,,
94e7c8b4-dab5-4f71-b10d-3fe67b123164,American Journal of Forensic Psychology,Amer Coll Forensic Psychology,Print Magazine,Chemistry Magazines,0 ratings,0 ,29,19,2,,,
857a5ad6-a09d-47db-8190-78bbb1d3e973,Tea & Coffee Trade Journal,Lockwood Trade Journal Co Inc,Print Magazine,Career Magazines,0 ratings,0 ,29,16,2,,,
da56ef0e-68d3-4f14-826b-0680f7474fdb,Susquehanna Style,Idp Publications,Print Magazine,NA,0 ratings,0 ,16,2,2,,,
a13b6573-dde3-4fea-84de-5be0e84b22a2,Signcraft,Signcraft Magazine,Print Magazine,Career Magazines,3 ratings,3 ,18,16,2,,,
5dec98b1-afc4-4795-8698-54dcd64523ba,Science Fiction Studies,Sf-Th Inc/a. B. Evans,Print Magazine,Science Fiction Magazines,1 rating,1,21,25,1,,,
eee35409-003e-4c8b-9f01-7421cdfbaf4c,Sam Advanced Management Journal,Univ of Illinois Springfield,Print Magazine,Career Magazines,0 ratings,0 ,28,16,2,,,
4c1d3688-1ef5-44c1-84d8-663c6072893e,Quarterly Honoho Geijutsu,Japan Publications Trading Co,Print Magazine,NA,0 ratings,0 ,29,2,2,,,
9438241f-11cf-4375-9c9f-02cca67686c2,Nonprofit Quarterly,Nonprofit Quarterly,Print Magazine,Business Management Magazines,2 ratings,2 ,19,29,2,,,
f661f145-f49b-47c5-a36e-e3a8ca5bb2f7,News from Israel,Midnight Call Ministry,Print Magazine,Hinduism Magazines,1 rating,1,22,18,1,,,
6ec7fa8d-3342-4242-89a6-9109367873b3,Motor - Ny,Hearst Business Communications,Print Magazine,Motorcycle Magazines,0 ratings,0 ,30,20,2,,,
09dce8e1-8f78-4536-801a-b09bf83ac060,Marathon & Beyond,Marathon & Beyond,Print Magazine,Running Magazines,5 ratings,5 ,17,17,2,,,
0db296d6-54a9-4a45-8042-81b588ea936b,Journal of Property Management,Inst of Real Estate Mgmt,Print Magazine,Business Management Magazines,1 rating,1,24,29,1,,,
53e865d6-f7f5-47ea-aa1f-3233b17b9122,Investment & Marketing,International Book Fair,Print Magazine,NA,0 ratings,0 ,23,2,2,,,
26f418c8-db00-4c38-ae44-0a1308136506,Health & Fitness,Kelsey Publishing Ltd,Print Magazine,Alternative Medicine Magazines,0 ratings,0 ,21,30,2,,,
7c8ca99b-c03b-48ad-9fde-0067dc9cec8e,Gourmet News,Oser Communications Group Inc,Print Magazine,Recipes & Techniques Magazines,1 rating,1,29,30,1,,,
4bc85ca2-0ca2-4269-b53b-19646e21e67f,Foreign Service Journal,American Foreign Service Assn,Print Magazine,Lifestyle & Communities Magazines,0 ratings,0 ,29,33,2,,,
c080bbee-94c4-47ed-aa0e-14d8ea562654,Fine Tool Journal,Jim Gehring,Print Magazine,NA,0 ratings,0 ,11,2,2,,,
72ee17e2-b54e-4233-b576-7e39949b4244,Creative,Magazines Creative Inc,Print Magazine,Career Magazines,0 ratings,0 ,22,16,2,,,
8483aaad-df8f-4bbe-9551-a201ac6f6fa7,Cosmopolitan - French ed,Societe Marie Claire,Print Magazine,Self-Improvement Magazines,2 ratings,2 ,20,26,2,,,
b1d1b3f5-4b8b-4732-95b0-49c2633ad648,Chief Civil Service Leader,New York Civil Srvc Employees,Print Magazine,News & Political Commentary Magazines,1 rating,1,29,37,1,,,
713b491d-4872-4578-8bcd-a4b0ec513cd5,Bull & Bear,Bull & Bear,Print Magazine,Finance Magazines,0 ratings,0 ,11,17,2,,,
a3d71125-fcb1-46eb-b5f1-6c329c97f86e,Astute Investor,Astute Investor/C E Cardwell,Print Magazine,Finance Magazines,1 rating,1,28,17,1,,,
04beb1da-91f8-4937-ac83-c50ccb15b098,American Book Review,Univ Houston-Victoria,Print Magazine,"Literary, Sci-Fi & Mystery Magazines",0 ratings,0 ,21,36,2,,,
41a3f70c-dc91-492b-9117-9a7aa4183535,Stitch,F&W Media,Print Magazine,NA,2 ratings,2 ,9,2,2,,,
fe15f6d6-898f-43ce-ac72-d7ff498c4a98,Mcsweeneys Quarterly Concern,Mcsweeneys,Print Magazine,NA,0 ratings,0 ,10,2,2,,,
77f18693-a3c0-4fe4-99ea-5da6ab98d544,Us Weekly,Wenner Media,Print Magazine,NA,3 ratings,3 ,12,2,2,,,
0b4fae8d-241b-42ee-a16e-f712beea07c5,Motorcyclist (1-year automatic renewal),Bonnier Corporation,Print Magazine,Automotive Magazines,3 ratings,3 ,19,20,2,,,
d8b597ae-e18a-4d92-923e-9d1456e56eed,KANSAS!,Kansas Department of Commerce,Print Magazine,NA,0 ratings,0 ,29,2,2,,,
79998d8c-cbed-453b-8499-8991fa208e9b,Hobby Farm Home [2-tyear],BowTie Inc.,Print Magazine,Farming Magazines,14 ratings,14 ,11,17,3,,,
4f19c09d-4a58-4051-8afa-dcb01be8ca1d,Bloomberg Markets,Bloomberg Financial Markets,Print Magazine,NA,6 ratings,6 ,27,2,2,,,
b140a6da-2022-465a-8624-7ae346b910d2,Lisa : Die Junge Zeitschrift Fuer Die Frau,Medien Innovation Gmbh,Print Magazine,NA,0 ratings,0 ,22,2,2,,,
2a718e3e-89d9-422a-a0d4-69787f26b445,MOTHER JONES,MOTHER JONES,Print Magazine,NA,0 ratings,0 ,12,2,2,,,
7633c70d-8354-455a-b0f4-11c6fb09f9bc,Mayo Clinic Health Letter,Mayo Clinic Press,Kindle Edition,Medicine eJournals,21 ratings,21 ,17,18,3,,,
1bdb142b-d25c-47ed-a558-a1eeb491c79a,FHM Australia,DHS Media Group,Kindle Edition,NA,16 ratings,16 ,15,2,3,,,
d8263c73-f8e4-4317-b4ac-a5e6998047b8,American Frontiersman,Athlon Media,Kindle Edition,"Science, History & Nature eMagazines",50 ratings,50 ,12,36,3,,,
7f8463ff-34f0-4b16-a266-d345c6dc69d1,Personal Defense World,Athlon Media,Kindle Edition,Extreme Sports eMagazines,20 ratings,20 ,12,25,3,,,
0805eb35-592f-4526-9356-b1d01786bc92,The New Pioneer,Athlon Media Group,Kindle Edition,Home & Garden eMagazines,24 ratings,24 ,18,24,3,,,
3958cf93-aef0-438f-a8a8-e982ec893c80,Molly My Mag,Molly My Magazine LLC,Print Magazine,Lifestyle & Communities Magazines,0 ratings,0 ,21,33,2,,,
65a04605-9529-41e4-a2fb-ad9fc454f6b1,Extracted Magazine,"JR Mobile, LLC",Kindle Edition,"Cooking, Food & Wine eMagazines",2 ratings,2 ,14,31,2,,,
